tenure,monthly_charges,contract,internet,tech_support,churn
22,67.9,month-to-month,none,1,0
22,48.31,one-year,dsl,0,0
11,71.76,month-to-month,fiber,1,0
69,54.47,one-year,none,0,0
10,46.38,month-to-month,dsl,0,0
6,29.43,one-year,none,0,0
67,61.03,two-year,dsl,0,0
39,84.17,month-to-month,none,0,0
31,52.63,month-to-month,dsl,0,0
53,130.0,month-to-month,dsl,0,0
27,92.14,month-to-month,dsl,0,0
9,102.61,month-to-month,fiber,1,1
52,89.88,two-year,fiber,1,0
12,116.32,month-to-month,none,1,1
39,50.32,month-to-month,none,0,0
68,15.0,month-to-month,none,0,0
67,58.85,month-to-month,fiber,0,0
25,83.96,two-year,fiber,0,0
56,73.79,month-to-month,none,0,0
44,76.89,month-to-month,fiber,1,0
34,103.02,month-to-month,dsl,0,1
10,79.55,two-year,fiber,0,0
27,89.97,two-year,none,0,0
46,46.51,month-to-month,dsl,0,0
71,42.62,one-year,fiber,0,0
0,110.35,one-year,dsl,1,1
51,72.52,one-year,fiber,1,0
60,54.42,month-to-month,dsl,1,0
68,54.47,one-year,dsl,1,0
30,53.77,one-year,dsl,0,0
8,52.28,month-to-month,fiber,1,1
19,37.92,month-to-month,fiber,1,0
61,32.49,month-to-month,fiber,0,0
63,65.12,month-to-month,none,1,0
45,55.18,month-to-month,fiber,1,0
8,97.68,two-year,dsl,1,0
8,77.33,two-year,fiber,0,1
34,76.63,month-to-month,none,0,0
42,51.42,month-to-month,dsl,1,0
2,66.97,one-year,fiber,1,1
49,79.03,month-to-month,dsl,0,0
39,87.9,month-to-month,dsl,0,0
0,67.65,two-year,dsl,0,0
6,96.98,month-to-month,none,0,0
32,70.2,month-to-month,dsl,1,1
52,89.82,one-year,none,0,0
59,57.75,one-year,dsl,0,0
31,24.69,month-to-month,fiber,1,1
21,76.71,one-year,dsl,0,0
69,88.13,two-year,dsl,1,0
33,84.38,month-to-month,fiber,0,1
22,80.55,one-year,dsl,0,0
31,61.29,month-to-month,fiber,1,0
0,49.83,month-to-month,fiber,0,1
21,83.79,month-to-month,none,0,1
37,80.66,month-to-month,fiber,0,0
66,55.98,month-to-month,none,1,0
53,97.74,two-year,fiber,0,0
56,47.93,month-to-month,dsl,0,0
39,55.41,two-year,none,0,0
7,110.91,month-to-month,dsl,1,1
28,91.71,two-year,none,0,0
71,61.05,month-to-month,fiber,1,0
3,77.18,month-to-month,fiber,1,1
63,73.87,one-year,dsl,1,0
49,15.0,one-year,dsl,0,0
20,47.34,month-to-month,dsl,0,0
56,68.73,month-to-month,dsl,1,0
60,61.08,one-year,fiber,1,0
3,76.18,one-year,fiber,1,1
7,98.24,month-to-month,none,1,0
47,61.96,one-year,dsl,0,0
71,43.56,month-to-month,dsl,0,0
1,78.12,month-to-month,dsl,1,1
47,61.83,one-year,none,0,1
9,66.1,two-year,none,1,0
46,62.71,month-to-month,fiber,1,0
44,126.05,month-to-month,none,0,0
6,15.0,month-to-month,fiber,0,0
49,60.29,one-year,fiber,1,0
64,69.91,month-to-month,none,1,0
62,50.47,month-to-month,fiber,0,0
2,92.5,month-to-month,fiber,0,1
17,90.33,two-year,dsl,1,0
17,68.81,month-to-month,none,1,0
32,63.23,one-year,fiber,1,0
10,67.2,month-to-month,dsl,0,0
61,67.38,month-to-month,dsl,0,0
55,68.04,month-to-month,fiber,0,0
58,65.3,month-to-month,dsl,1,0
14,76.31,month-to-month,dsl,0,0
1,88.83,month-to-month,dsl,0,1
65,39.24,month-to-month,dsl,0,0
20,43.73,month-to-month,none,0,0
47,26.29,month-to-month,none,0,0
65,91.66,month-to-month,fiber,1,0
2,76.26,month-to-month,dsl,0,0
0,82.63,month-to-month,dsl,1,1
0,34.26,one-year,fiber,0,0
11,114.62,two-year,dsl,1,0
3,54.78,one-year,dsl,0,1
59,74.21,month-to-month,fiber,0,0
43,91.36,two-year,fiber,0,0
70,45.33,two-year,dsl,1,0
57,56.34,month-to-month,fiber,1,0
69,74.48,month-to-month,none,1,0
17,130.0,one-year,fiber,0,1
20,77.53,two-year,dsl,0,0
61,110.16,one-year,dsl,1,0
17,100.14,one-year,fiber,0,1
4,79.2,one-year,dsl,1,0
48,45.27,two-year,fiber,1,0
57,96.49,month-to-month,fiber,1,0
69,32.55,month-to-month,dsl,0,0
66,110.02,two-year,fiber,0,0
8,75.0,month-to-month,none,0,1
55,15.0,month-to-month,dsl,1,0
60,61.49,month-to-month,fiber,1,0
50,86.35,month-to-month,fiber,0,0
59,64.07,month-to-month,none,1,0
60,87.88,one-year,fiber,0,0
32,48.75,month-to-month,dsl,0,1
2,37.35,one-year,fiber,0,0
32,68.21,month-to-month,none,1,0
14,70.79,two-year,fiber,0,0
8,61.29,one-year,dsl,0,0
8,100.68,two-year,dsl,0,0
50,48.74,month-to-month,fiber,0,0
36,77.83,month-to-month,dsl,0,1
38,71.7,one-year,fiber,0,0
53,31.08,two-year,fiber,1,0
39,37.02,month-to-month,fiber,1,1
45,70.3,one-year,dsl,0,0
6,119.53,one-year,none,1,1
61,84.48,month-to-month,fiber,1,0
32,26.86,one-year,none,1,0
11,15.0,month-to-month,none,0,1
58,88.33,month-to-month,fiber,1,0
52,67.59,two-year,fiber,0,0
3,98.53,month-to-month,fiber,0,1
13,47.98,one-year,fiber,1,0
1,78.76,one-year,dsl,0,0
19,91.15,two-year,dsl,1,0
7,58.81,month-to-month,fiber,1,1
51,59.35,month-to-month,dsl,0,0
37,70.63,month-to-month,fiber,0,0
70,83.57,one-year,none,1,0
53,69.64,month-to-month,dsl,0,0
44,94.35,one-year,fiber,1,0
36,58.45,month-to-month,dsl,1,0
3,36.79,month-to-month,fiber,0,1
5,119.42,two-year,none,0,0
44,54.88,two-year,fiber,1,0
0,55.79,month-to-month,none,1,1
3,68.35,one-year,none,0,1
15,71.68,month-to-month,dsl,0,1
63,60.33,one-year,dsl,0,0
33,69.56,month-to-month,dsl,1,0
51,69.01,month-to-month,fiber,0,0
29,74.37,month-to-month,none,0,0
12,15.0,month-to-month,dsl,0,1
26,117.02,one-year,none,1,1
6,66.32,month-to-month,dsl,0,1
55,84.52,month-to-month,fiber,1,0
13,35.55,month-to-month,fiber,0,0
27,58.22,month-to-month,fiber,1,1
70,53.19,one-year,fiber,0,0
42,106.74,month-to-month,dsl,1,0
33,55.35,one-year,fiber,1,0
39,88.95,two-year,none,0,0
56,53.74,month-to-month,fiber,0,0
18,58.68,two-year,dsl,0,0
45,63.86,month-to-month,fiber,0,0
62,102.1,month-to-month,fiber,1,0
41,22.75,month-to-month,dsl,0,0
32,37.11,month-to-month,fiber,1,0
10,21.32,month-to-month,dsl,0,0
17,42.81,month-to-month,dsl,1,1
68,49.71,two-year,fiber,1,0
38,29.64,month-to-month,dsl,1,0
21,51.65,two-year,fiber,0,0
30,19.63,month-to-month,fiber,1,0
41,44.55,one-year,dsl,1,0
38,100.01,month-to-month,fiber,0,0
50,80.09,month-to-month,fiber,1,0
18,74.69,month-to-month,dsl,1,0
46,44.93,two-year,dsl,0,0
31,31.6,two-year,none,0,0
67,41.52,month-to-month,none,0,0
11,68.92,one-year,dsl,0,0
10,91.7,one-year,dsl,1,1
33,92.56,one-year,fiber,1,0
36,85.77,month-to-month,fiber,0,1
49,51.56,one-year,none,0,0
29,70.61,one-year,fiber,0,0
65,61.97,month-to-month,fiber,0,0
34,64.97,month-to-month,dsl,1,0
9,120.93,month-to-month,dsl,1,0
8,25.95,two-year,dsl,0,0
70,64.13,month-to-month,fiber,0,0
9,100.29,month-to-month,none,1,0
68,33.35,month-to-month,fiber,0,0
20,53.91,two-year,none,0,0
6,56.77,one-year,fiber,1,1
21,64.42,month-to-month,none,1,0
44,30.1,month-to-month,none,1,0
30,84.88,one-year,fiber,0,1
56,86.66,month-to-month,none,1,0
43,82.71,month-to-month,fiber,1,0
28,48.24,two-year,fiber,0,0
45,72.16,month-to-month,fiber,0,0
69,47.51,month-to-month,dsl,0,0
29,61.69,month-to-month,fiber,0,1
11,123.84,one-year,dsl,1,0
29,72.39,one-year,none,1,0
60,40.31,month-to-month,none,0,0
15,74.51,one-year,fiber,0,1
68,36.21,two-year,dsl,0,0
42,40.02,two-year,fiber,0,0
43,43.97,month-to-month,fiber,0,1
22,58.89,month-to-month,none,1,0
66,93.42,two-year,none,1,0
2,84.46,month-to-month,fiber,1,1
21,83.07,month-to-month,fiber,0,0
30,42.53,month-to-month,fiber,1,0
34,56.47,two-year,fiber,1,0
34,76.8,month-to-month,fiber,0,0
10,54.29,month-to-month,fiber,0,1
16,63.04,one-year,fiber,0,0
6,81.03,month-to-month,fiber,0,1
41,61.28,month-to-month,none,1,0
25,75.65,month-to-month,dsl,1,0
40,109.82,month-to-month,dsl,1,1
42,65.7,two-year,fiber,0,0
50,99.48,month-to-month,none,0,0
39,83.98,two-year,fiber,0,0
46,33.32,month-to-month,none,0,0
42,42.45,month-to-month,fiber,1,0
46,49.16,month-to-month,none,0,0
44,48.63,month-to-month,fiber,0,0
22,67.74,month-to-month,none,0,0
17,85.37,month-to-month,fiber,1,0
56,101.38,two-year,none,0,0
24,77.7,month-to-month,dsl,0,0
39,58.86,two-year,fiber,1,0
14,17.94,month-to-month,dsl,0,1
31,71.76,month-to-month,fiber,1,1
38,70.64,one-year,dsl,1,0
45,74.57,month-to-month,fiber,0,1
37,122.66,month-to-month,dsl,0,1
25,101.01,month-to-month,none,0,1
69,89.63,month-to-month,dsl,0,0
36,45.95,one-year,dsl,1,0
58,57.18,month-to-month,none,0,0
53,67.63,two-year,dsl,0,0
40,50.61,month-to-month,fiber,1,0
63,82.51,month-to-month,dsl,1,0
9,78.92,month-to-month,fiber,1,1
66,42.79,month-to-month,dsl,1,0
61,99.92,two-year,fiber,0,0
36,72.56,two-year,none,0,0
52,26.77,month-to-month,dsl,0,0
37,68.72,month-to-month,dsl,1,0
19,77.03,two-year,fiber,0,0
57,94.32,month-to-month,fiber,1,0
17,61.56,month-to-month,dsl,1,0
22,90.7,month-to-month,dsl,0,0
37,74.68,month-to-month,none,1,1
60,37.12,month-to-month,dsl,0,0
27,34.62,month-to-month,fiber,1,0
35,98.06,two-year,dsl,0,0
2,99.9,month-to-month,dsl,1,1
8,78.07,two-year,fiber,1,0
4,107.39,one-year,dsl,0,0
5,96.42,month-to-month,fiber,1,1
62,87.09,month-to-month,fiber,0,0
60,47.22,month-to-month,fiber,0,0
59,113.29,two-year,dsl,0,0
4,83.41,month-to-month,dsl,1,0
5,60.35,two-year,fiber,1,0
20,53.29,one-year,dsl,0,0
40,76.42,one-year,dsl,1,0
24,28.22,month-to-month,fiber,1,0
35,87.49,one-year,fiber,0,0
12,46.16,one-year,fiber,1,0
52,79.27,one-year,fiber,0,0
22,56.96,month-to-month,none,1,0
4,63.39,one-year,none,0,0
53,51.08,month-to-month,fiber,1,0
65,65.97,one-year,dsl,0,0
1,117.23,month-to-month,fiber,0,1
31,104.63,month-to-month,fiber,1,0
59,78.86,one-year,fiber,1,0
50,69.37,month-to-month,fiber,1,0
61,91.11,one-year,fiber,1,0
29,98.25,one-year,fiber,1,0
26,49.25,one-year,fiber,0,0
51,68.06,one-year,dsl,0,0
11,24.45,month-to-month,dsl,0,0
17,98.08,month-to-month,fiber,0,1
43,121.63,one-year,dsl,1,0
48,72.0,month-to-month,fiber,0,0
8,16.87,month-to-month,none,0,0
36,85.22,month-to-month,fiber,0,1
26,47.4,month-to-month,dsl,1,1
36,53.42,two-year,fiber,0,0
69,85.66,month-to-month,fiber,0,0
5,76.36,month-to-month,dsl,1,1
71,57.8,two-year,dsl,0,0
32,53.76,two-year,none,1,0
55,73.15,month-to-month,dsl,0,0
30,59.76,two-year,fiber,1,0
22,42.27,month-to-month,dsl,0,0
55,61.69,one-year,fiber,0,0
49,78.49,month-to-month,dsl,0,0
10,65.55,month-to-month,none,1,1
50,34.66,month-to-month,fiber,1,0
54,94.73,one-year,dsl,0,1
27,15.0,month-to-month,fiber,1,0
66,58.84,month-to-month,fiber,0,1
46,54.5,one-year,none,1,0
24,73.7,month-to-month,fiber,1,0
0,84.04,two-year,fiber,0,0
48,98.17,month-to-month,dsl,0,0
15,52.19,month-to-month,fiber,1,1
54,84.66,month-to-month,fiber,1,0
37,74.9,month-to-month,fiber,1,0
33,27.21,month-to-month,dsl,0,0
11,117.51,month-to-month,fiber,1,1
51,34.03,one-year,dsl,0,0
11,80.49,month-to-month,fiber,1,1
30,79.75,month-to-month,none,1,1
60,76.89,one-year,fiber,1,0
66,57.64,month-to-month,fiber,1,0
71,90.68,one-year,none,1,0
68,30.99,two-year,none,0,0
40,68.35,month-to-month,fiber,1,0
14,55.9,one-year,fiber,0,0
60,53.07,two-year,none,0,0
57,80.72,month-to-month,fiber,0,0
71,96.94,two-year,fiber,0,0
46,61.42,month-to-month,dsl,0,0
10,89.52,one-year,none,0,0
36,71.24,month-to-month,dsl,0,0
32,47.68,month-to-month,dsl,0,0
60,63.55,two-year,none,0,0
28,62.51,month-to-month,fiber,1,0
23,52.58,two-year,dsl,0,0
5,80.71,one-year,fiber,1,1
60,75.87,two-year,dsl,1,0
54,30.23,two-year,dsl,1,0
2,28.71,one-year,fiber,0,1
31,80.62,two-year,dsl,0,0
34,49.62,one-year,none,0,0
33,77.55,month-to-month,dsl,0,0
66,89.52,one-year,fiber,1,0
10,38.23,month-to-month,fiber,0,0
22,34.71,month-to-month,dsl,1,0
13,111.86,month-to-month,dsl,0,0
17,78.79,month-to-month,fiber,1,1
65,59.52,month-to-month,fiber,0,0
67,46.65,month-to-month,dsl,1,0
3,57.24,one-year,fiber,1,0
45,40.24,one-year,fiber,0,0
16,92.09,two-year,fiber,0,1
13,50.58,two-year,dsl,1,0
21,97.34,two-year,none,0,0
13,59.98,one-year,dsl,0,0
35,43.92,month-to-month,fiber,1,0
71,59.34,two-year,none,1,0
42,15.0,month-to-month,fiber,0,0
52,66.98,month-to-month,none,0,0
35,65.75,month-to-month,fiber,0,0
1,90.62,one-year,none,1,0
6,22.84,one-year,none,0,0
19,99.05,month-to-month,none,0,1
17,90.51,one-year,fiber,0,0
60,101.3,month-to-month,none,1,0
60,68.68,month-to-month,dsl,0,0
61,95.35,month-to-month,fiber,1,0
45,33.22,month-to-month,dsl,0,0
40,87.83,one-year,dsl,1,0
46,50.72,month-to-month,none,0,0
29,28.71,month-to-month,dsl,1,0
48,41.9,month-to-month,fiber,1,0
57,70.14,one-year,dsl,0,0
54,49.39,two-year,fiber,0,0
44,79.4,one-year,fiber,1,1
4,24.79,one-year,dsl,0,0
52,16.82,two-year,dsl,1,0
26,104.31,month-to-month,dsl,1,1
53,92.6,month-to-month,dsl,0,1
38,43.77,month-to-month,fiber,0,0
63,69.93,month-to-month,dsl,0,0
24,95.49,month-to-month,fiber,0,0
67,80.48,month-to-month,none,0,0
60,73.71,month-to-month,none,1,0
23,97.38,month-to-month,none,0,1
34,51.73,month-to-month,none,1,0
38,70.78,month-to-month,dsl,0,1
55,69.55,two-year,dsl,0,0
49,63.18,one-year,none,0,0
61,60.25,month-to-month,fiber,0,0
26,71.82,month-to-month,none,0,0
36,70.86,month-to-month,fiber,1,1
31,43.79,month-to-month,none,0,1
65,90.04,month-to-month,dsl,0,0
21,45.59,month-to-month,none,1,0
42,64.54,two-year,dsl,1,0
8,62.62,two-year,dsl,0,0
61,78.95,one-year,none,0,0
27,17.02,one-year,fiber,0,0
24,92.27,one-year,fiber,0,0
41,53.08,one-year,fiber,0,0
35,100.5,two-year,dsl,0,0
61,58.05,one-year,dsl,1,0
38,68.78,one-year,dsl,1,0
37,117.84,two-year,fiber,0,1
7,63.07,one-year,fiber,0,0
1,100.97,month-to-month,none,1,1
28,70.98,month-to-month,dsl,0,1
71,80.39,month-to-month,fiber,1,0
66,71.75,month-to-month,fiber,1,0
45,91.2,month-to-month,fiber,1,0
45,52.86,month-to-month,none,1,0
28,45.4,month-to-month,dsl,0,0
12,54.04,two-year,dsl,1,0
0,72.49,month-to-month,dsl,1,0
24,64.48,month-to-month,none,0,0
22,87.76,month-to-month,fiber,0,1
13,102.62,month-to-month,fiber,0,1
18,45.6,one-year,fiber,0,0
1,51.65,one-year,none,0,0
43,34.09,month-to-month,dsl,1,0
66,120.76,month-to-month,dsl,0,0
49,77.62,month-to-month,none,0,1
32,82.0,one-year,fiber,1,1
30,36.49,two-year,fiber,0,0
22,69.97,two-year,dsl,0,0
10,82.73,month-to-month,none,0,1
43,63.68,one-year,fiber,0,0
40,96.89,one-year,dsl,1,0
0,127.8,two-year,none,0,1
29,46.32,month-to-month,dsl,0,0
20,44.45,month-to-month,dsl,1,0
12,48.06,month-to-month,fiber,1,0
50,110.15,month-to-month,fiber,0,0
37,96.06,one-year,fiber,0,0
45,66.61,month-to-month,fiber,1,0
51,70.91,month-to-month,none,0,0
70,49.59,two-year,dsl,0,0
57,92.25,month-to-month,none,0,1
44,60.5,two-year,fiber,0,0
63,63.5,one-year,fiber,0,0
34,85.22,two-year,dsl,1,0
70,65.3,one-year,fiber,1,0
54,64.13,month-to-month,fiber,1,0
46,70.26,month-to-month,fiber,1,0
65,89.88,two-year,fiber,1,0
37,111.16,month-to-month,fiber,1,1
51,84.64,month-to-month,fiber,1,0
20,90.08,one-year,none,1,0
69,65.0,month-to-month,fiber,0,0
44,52.31,month-to-month,dsl,0,0
56,86.35,month-to-month,dsl,0,0
33,74.28,month-to-month,dsl,1,0
62,34.43,one-year,dsl,1,0
5,61.8,month-to-month,fiber,1,1
8,67.93,month-to-month,fiber,1,0
36,57.24,month-to-month,dsl,1,0
52,107.04,one-year,none,0,0
58,82.0,month-to-month,fiber,0,0
31,104.33,month-to-month,dsl,1,0
46,76.59,two-year,none,0,0
39,72.03,month-to-month,dsl,1,0
69,46.59,one-year,dsl,1,0
47,70.3,month-to-month,dsl,0,1
30,70.33,month-to-month,none,1,0
69,35.82,month-to-month,dsl,0,0
7,56.51,two-year,dsl,1,0
70,61.92,month-to-month,dsl,1,0
11,80.34,month-to-month,fiber,0,1
20,81.53,month-to-month,none,1,1
59,55.47,month-to-month,none,0,0
52,81.72,one-year,dsl,0,0
69,65.45,two-year,fiber,0,0
53,15.0,month-to-month,dsl,1,0
45,57.88,month-to-month,fiber,1,0
24,96.97,month-to-month,dsl,0,0
0,27.95,two-year,fiber,1,0
8,72.82,month-to-month,none,1,0
21,109.63,month-to-month,none,1,0
2,50.98,two-year,fiber,0,0
36,70.05,two-year,dsl,0,0
55,37.4,month-to-month,none,0,0
69,110.68,month-to-month,fiber,1,1
35,67.92,one-year,fiber,0,0
63,71.17,two-year,fiber,0,0
70,103.86,month-to-month,none,1,0
61,86.54,month-to-month,dsl,0,0
33,48.11,month-to-month,fiber,1,0
23,53.82,month-to-month,fiber,1,0
70,82.37,month-to-month,dsl,0,0
17,54.4,one-year,fiber,0,1
29,17.07,month-to-month,dsl,0,0
5,68.67,month-to-month,fiber,1,1
57,32.99,two-year,dsl,0,0
46,110.41,month-to-month,dsl,0,0
6,74.42,month-to-month,none,0,1
15,47.37,two-year,fiber,0,0
39,52.53,month-to-month,dsl,1,0
38,22.77,two-year,dsl,0,0
57,42.51,month-to-month,dsl,1,0
19,95.41,month-to-month,fiber,1,1
66,125.79,one-year,fiber,1,0
32,88.16,month-to-month,dsl,1,0
59,67.7,month-to-month,dsl,0,0
17,59.2,month-to-month,none,0,0
2,46.09,one-year,none,0,0
3,121.49,month-to-month,dsl,0,1
26,65.28,one-year,none,1,0
68,122.89,one-year,dsl,0,0
3,104.84,month-to-month,fiber,0,1
26,26.48,month-to-month,fiber,1,0
7,53.35,month-to-month,none,1,0
67,53.27,one-year,fiber,1,0
48,68.0,month-to-month,none,0,0
54,68.49,one-year,fiber,0,0
51,130.0,month-to-month,fiber,0,1
47,43.07,month-to-month,dsl,1,0
55,75.72,one-year,none,1,0
0,85.41,month-to-month,none,1,1
62,69.96,month-to-month,fiber,0,0
53,72.75,one-year,fiber,1,0
53,43.88,one-year,dsl,0,0
28,72.66,month-to-month,none,0,0
57,82.78,month-to-month,fiber,1,0
27,78.19,month-to-month,dsl,0,0
3,84.26,one-year,fiber,0,1
65,105.32,month-to-month,dsl,0,0
16,93.42,one-year,fiber,0,1
7,71.78,one-year,none,0,0
44,40.71,two-year,fiber,1,0
16,55.0,month-to-month,dsl,0,0
61,64.51,month-to-month,dsl,1,0
31,76.31,month-to-month,fiber,1,0
0,58.04,month-to-month,fiber,1,0
68,46.61,month-to-month,dsl,1,0
37,40.3,two-year,dsl,1,0
18,28.72,month-to-month,dsl,0,1
48,64.13,month-to-month,dsl,1,0
38,33.26,month-to-month,fiber,0,0
2,44.99,two-year,none,0,0
54,60.15,month-to-month,fiber,0,0
28,36.6,one-year,dsl,0,0
50,79.49,two-year,none,1,0
64,88.51,month-to-month,none,1,0
43,56.26,one-year,fiber,1,0
48,59.07,month-to-month,fiber,0,0
18,83.44,month-to-month,dsl,0,0
17,52.15,month-to-month,fiber,0,0
29,50.43,month-to-month,dsl,0,0
61,99.91,one-year,dsl,0,0
37,92.1,two-year,fiber,1,0
25,85.04,month-to-month,fiber,1,0
56,93.14,one-year,dsl,1,0
61,20.57,month-to-month,dsl,0,0
64,103.85,month-to-month,fiber,0,0
21,79.8,one-year,fiber,1,0
51,95.27,month-to-month,fiber,0,0
42,79.68,one-year,dsl,0,0
32,71.22,month-to-month,dsl,1,1
28,63.12,two-year,none,0,0
8,79.18,month-to-month,none,0,1
19,62.21,month-to-month,dsl,0,1
39,91.7,one-year,none,0,0
63,30.34,month-to-month,fiber,1,0
62,56.46,month-to-month,dsl,0,0
13,121.12,two-year,dsl,1,0
48,54.35,month-to-month,dsl,0,0
6,64.03,month-to-month,dsl,0,1
48,47.94,month-to-month,fiber,0,0
24,78.4,one-year,none,1,0
32,51.59,one-year,none,0,0
51,65.36,two-year,none,1,0
30,91.22,month-to-month,dsl,1,0
58,52.53,month-to-month,none,0,0
38,89.72,month-to-month,dsl,0,0
71,90.56,month-to-month,dsl,1,0
45,96.37,one-year,fiber,1,0
21,73.51,month-to-month,none,0,0
55,130.0,one-year,dsl,1,0
29,96.36,one-year,dsl,1,0
38,78.12,one-year,none,1,0
9,48.1,month-to-month,fiber,0,0
8,67.57,month-to-month,dsl,0,1
41,105.66,two-year,fiber,0,0
13,112.74,one-year,dsl,1,0
71,106.96,month-to-month,fiber,0,0
61,89.63,one-year,fiber,1,0
50,38.61,two-year,fiber,0,0
52,82.18,month-to-month,fiber,0,0
42,38.96,two-year,fiber,0,0
4,32.81,month-to-month,dsl,1,1
28,75.98,two-year,fiber,0,0
35,83.08,month-to-month,fiber,1,1
65,92.58,month-to-month,fiber,1,0
15,82.43,month-to-month,fiber,1,0
35,83.29,two-year,fiber,1,0
24,45.38,two-year,none,1,0
9,67.38,month-to-month,dsl,1,1
7,32.32,month-to-month,fiber,0,0
26,19.92,month-to-month,dsl,0,0
5,88.52,month-to-month,fiber,1,1
4,51.17,one-year,dsl,0,0
25,91.81,month-to-month,none,0,0
14,97.71,two-year,fiber,1,0
39,54.52,two-year,fiber,1,0
1,84.76,month-to-month,dsl,0,1
21,53.47,month-to-month,fiber,1,1
32,23.85,two-year,fiber,0,0
69,73.08,two-year,dsl,0,0
45,58.23,one-year,dsl,1,0
63,59.0,month-to-month,fiber,0,0
24,119.38,month-to-month,none,0,1
32,31.85,one-year,fiber,1,0
30,79.57,month-to-month,fiber,0,1
63,45.13,one-year,dsl,0,0
69,92.71,one-year,dsl,1,0
69,77.46,month-to-month,dsl,0,1
54,79.48,month-to-month,dsl,1,0
36,46.38,month-to-month,dsl,1,0
38,50.86,two-year,none,0,0
70,93.18,month-to-month,dsl,0,0
20,114.27,month-to-month,fiber,0,1
24,82.01,two-year,dsl,0,0
64,47.56,one-year,fiber,0,0
27,78.47,month-to-month,dsl,1,0
16,130.0,two-year,fiber,1,0
40,72.56,month-to-month,dsl,1,0
23,106.55,two-year,dsl,1,0
64,51.49,two-year,dsl,0,0
65,68.95,month-to-month,fiber,0,0
22,85.49,month-to-month,fiber,0,1
38,79.93,month-to-month,none,1,0
70,50.84,one-year,none,1,0
53,49.76,one-year,dsl,1,0
15,94.71,month-to-month,fiber,1,1
42,99.79,two-year,fiber,0,0
44,107.8,month-to-month,dsl,0,0
47,115.1,one-year,fiber,0,0
1,73.37,one-year,none,0,1
21,62.22,month-to-month,dsl,0,1
61,103.77,month-to-month,fiber,1,0
17,87.83,one-year,fiber,0,0
21,45.44,one-year,fiber,1,0
23,44.16,month-to-month,dsl,1,1
12,82.3,one-year,dsl,0,0
11,65.57,month-to-month,fiber,1,1
24,69.34,month-to-month,dsl,1,0
62,96.81,two-year,fiber,1,0
0,88.98,month-to-month,dsl,0,0
20,103.25,one-year,none,1,0
4,21.71,one-year,fiber,0,1
40,76.33,month-to-month,fiber,0,0
18,87.37,month-to-month,none,0,0
57,31.84,month-to-month,fiber,0,0
42,53.63,month-to-month,fiber,0,0
56,48.99,one-year,none,1,0
45,70.54,month-to-month,dsl,0,0
31,110.7,two-year,none,0,0
61,120.56,month-to-month,dsl,1,0
34,49.64,month-to-month,dsl,0,0
68,83.16,two-year,fiber,0,0
71,83.97,month-to-month,fiber,0,0
42,79.69,one-year,dsl,0,1
48,79.97,one-year,fiber,0,0
18,77.59,two-year,dsl,1,0
58,112.19,month-to-month,fiber,1,0
48,97.56,month-to-month,fiber,0,0
64,43.5,two-year,dsl,0,0
19,89.89,month-to-month,dsl,1,0
56,92.31,one-year,fiber,0,0
33,77.87,one-year,dsl,0,0
13,98.29,one-year,fiber,0,0
12,74.7,one-year,fiber,1,0
40,75.01,two-year,none,1,0
23,73.03,month-to-month,none,0,1
7,19.54,one-year,fiber,0,0
30,67.99,one-year,fiber,1,0
47,53.29,month-to-month,none,0,0
22,40.34,two-year,dsl,0,0
68,105.85,month-to-month,fiber,1,1
56,82.61,month-to-month,fiber,0,0
36,69.25,two-year,fiber,0,0
67,55.88,two-year,dsl,1,0
31,77.4,month-to-month,dsl,1,0
10,94.79,one-year,fiber,0,0
2,49.33,month-to-month,fiber,0,1
67,69.88,month-to-month,fiber,0,0
69,91.7,month-to-month,dsl,0,0
53,21.6,two-year,none,0,0
7,68.56,month-to-month,dsl,0,1
21,59.27,month-to-month,dsl,0,1
2,66.65,one-year,fiber,0,0
3,57.46,month-to-month,dsl,0,1
17,73.44,month-to-month,fiber,0,0
41,118.09,month-to-month,fiber,1,1
4,61.9,one-year,dsl,1,0
70,77.29,one-year,none,1,0
32,119.87,one-year,fiber,1,0
18,56.25,month-to-month,dsl,0,0
37,115.37,month-to-month,none,1,1
56,70.13,one-year,dsl,0,0
22,114.55,month-to-month,dsl,1,1
3,88.76,month-to-month,fiber,1,0
3,77.68,month-to-month,none,0,1
61,68.36,month-to-month,fiber,1,1
8,54.4,month-to-month,fiber,1,1
45,71.89,two-year,fiber,1,0
27,92.43,month-to-month,dsl,0,0
55,69.67,one-year,dsl,0,0
4,62.08,month-to-month,none,1,1
64,63.73,one-year,dsl,0,0
50,94.81,one-year,none,0,0
32,100.63,two-year,dsl,0,0
14,53.32,month-to-month,dsl,0,0
70,53.29,one-year,fiber,1,0
21,79.48,month-to-month,fiber,1,0
35,108.19,one-year,dsl,1,0
28,98.65,two-year,dsl,1,0
16,38.7,one-year,fiber,1,0
29,63.4,one-year,dsl,1,0
10,46.73,two-year,fiber,0,0
0,63.31,two-year,fiber,1,0
20,110.11,month-to-month,fiber,1,1
8,34.43,month-to-month,fiber,1,0
